name,city,state,country,lat,lon,type,times_played,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29
"Recreation Hall, Penn State University",State College,PA,USA,40.794026,-77.8606975,administrative,1,4/8/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Tahoe Outdoor Arena at Harveys,Stateline,NV,USA,38.9630669,-119.9399463,administrative,4,7/31/13,7/30/13,8/10/11,8/9/11,,,,,,,,,,,,,,,,,,,,,,,,,
The Inferno,Steamboat Springs,CO,USA,40.484171,-106.8292081,city,5,3/23/91,3/22/91,4/14/90,4/13/90,4/12/90,,,,,,,,,,,,,,,,,,,,,,,,
"Pritchard Gym, SB Sports Complex, S...",Stony Brook,NY,USA,40.9256538,-73.140943,administrative,1,11/21/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kuroda's Wedding,Stowe,VT,USA,44.465564,-72.6849305,town,1,9/4/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stowe Performing Arts Center,Stowe,VT,USA,44.4653317,-72.684562,town,2,7/22/93,7/25/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longhorn,Stuttgart,0,Germany,48.7672836,9.2517713,music_venue,1,2/26/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zepp,Suminoe-ku,Osaka,Japan,34.614935,135.4621136,town,1,6/10/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zepp,Suminoe-ku,Osaka,Japan,34.614935,135.4621136,town,1,6/16/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Musical Theatre,Sunrise,FL,USA,26.1477307,-80.32918199,administrative,1,10/21/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clement's Brew Pub,Syracuse,NY,USA,43.0481221,-76.1474244,city,2,11/28/90,10/13/89,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empire Court,Syracuse,NY,USA,43.0481221,-76.1474244,city,1,7/10/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onondaga War Memorial Auditorium,Syracuse,NY,USA,43.0481221,-76.1474244,city,1,11/4/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Orange Grove,Syracuse,NY,USA,43.0481221,-76.1474244,city,1,5/13/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Syracuse Armory,Syracuse,NY,USA,43.04657975,-76.13823374,theatre,1,5/9/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
War Memorial at Oncenter,Syracuse,NY,USA,43.0481221,-76.1474244,city,1,11/22/09,11/4/94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon County Civic Center,Tallahassee,FL,USA,30.44503268,-84.28256678,bus_station,1,10/29/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Moon,Tallahassee,FL,USA,30.413494,-84.196211,residential,1,2/22/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritz Theatre,Tampa,FL,USA,27.9518491,-82.4563972,bus_station,2,8/2/93,2/26/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun Dome, University of South Florida",Tampa,FL,USA,27.9518491,-82.4563972,bus_station,1,11/15/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elk Ballroom,Telluride,CO,USA,37.9374939,-107.8122852,administrative,2,10/28/91,10/27/91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fly Me to the Moon Saloon,Telluride,CO,USA,37.9374939,-107.8122852,administrative,4,4/9/90,4/8/90,8/3/88,,,,,,,,,,,,,,,,,,,,,,,,,,
Telluride Town Park,Telluride,CO,USA,37.9374939,-107.8122852,administrative,2,8/10/10,8/9/10,6/19/05,,,,,,,,,,,,,,,,,,,,,,,,,,
The Roma,Telluride,CO,USA,37.9374939,-107.8122852,administrative,5,8/5/88,8/4/88,7/30/88,7/29/88,7/28/88,,,,,,,,,,,,,,,,,,,,,,,,
After the Gold Rush,Tempe,AZ,USA,33.4146319,-111.9093793,city,1,4/13/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuy's,Tempe,AZ,USA,33.3484694,-111.9838013,bar,1,10/23/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Square,Tempe,AZ,USA,33.4146319,-111.9093793,city,1,5/13/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cynthia Woods Mitchell Pavilion,The Woodlands,TX,USA,30.1734194,-95.504686,town,2,8/5/06,9/25/99,7/24/98,,,,,,,,,,,,,,,,,,,,,,,,,,
New World Music Theatre,Tinley Park,IL,USA,41.5733669,-87.7844944,administrative,2,8/8/97,10/3/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Music Theatre,Tinley Park,IL,USA,41.5733669,-87.7844944,administrative,1,10/3/98,8/8/97,8/14/93,,,,,,,,,,,,,,,,,,,,,,,,,,
Concert Hall,Toronto,Ontario,Canada,43.6529206,-79.3849008,city,3,4/6/94,8/9/93,4/27/93,,,,,,,,,,,,,,,,,,,,,,,,,,
Molson Amphitheatre,Toronto,Ontario,Canada,43.6291838,-79.41529665,theatre,2,7/22/13,7/6/00,7/20/99,,,,,,,,,,,,,,,,,,,,,,,,,,
Molson Canadian Amphitheatre,Toronto,Ontario,Canada,43.6529206,-79.3849008,city,2,7/9/13,7/22/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Spectrum,Toronto,Ontario,Canada,43.75629505,-79.40837935,house,1,12/12/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Townshend Family Park,Townshend,VT,USA,43.0473014,-72.6675931,administrative,3,7/14/91,6/16/90,8/26/89,,,,,,,,,,,,,,,,,,,,,,,,,,
Stadio Briamasco,Trento,0,Italy,46.0641988,11.11439831,stadium,1,7/3/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arizona Ballroom, University of Ari...",Tucson,AZ,USA,32.2217429,-110.926479,city,1,4/12/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buena Vista Theater,Tucson,AZ,USA,32.2217429,-110.926479,city,1,5/12/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pima County Fairgrounds,Tucson,AZ,USA,32.0412698,-110.7823326,park,2,9/21/99,8/19/92,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Station Theater,Tuscaloosa,AL,USA,33.494923,-86.849488,residential,1,3/8/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Tusk,Tuscaloosa,AL,USA,33.494923,-86.849488,residential,1,11/8/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon's,Tuscaloosa,AL,USA,33.494923,-86.849488,residential,1,10/20/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete's Phabulous Phish Phest,Underhill,VT,USA,44.5258842,-72.9451267,village,1,7/23/88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassau Coliseum,Uniondale,NY,USA,40.7003793,-73.5929056,administrative,6,11/28/03,2/28/03,10/8/99,10/7/99,4/3/98,4/2/98,,,,,,,,,,,,,,,,,,,,,,,
Anastasio's House,Unknown,NJ,USA,40.8965226,-74.8062267,footway,2,3/5/89,9/1/91,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown Venue,Unknown,,USA,39.84010025,-91.4213588,island,1,9/30/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Theatre,Upper Darby,PA,USA,39.9284459,-75.2737955,town,2,6/7/10,11/15/05,2/24/01,5/2/93,5/1/93,,,,,,,,,,,,,,,,,,,,,,,,
Utica Memorial Auditorium,Utica,NY,USA,43.105,-75.2338889,theatre,1,10/20/10,11/11/05,11/9/01,,,,,,,,,,,,,,,,,,,,,,,,,,
Dobson Arena,Vail,CO,USA,39.6426439,-106.3862088,administrative,1,3/12/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald Ford Amphitheater,Vail,CO,USA,39.6426439,-106.3862088,administrative,1,8/24/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86th Street Music Hall,Vancouver,British Columbia,Canada,49.2499987,-123.1333301,city,1,4/3/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commodore Ballroom,Vancouver,British Columbia,Canada,49.2805026,-123.1208829,theatre,1,8/24/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM Place,Vancouver,British Columbia,Canada,49.2779227,-123.1087594,stadium,1,9/9/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Coliseum,Vancouver,British Columbia,Canada,49.2858302,-123.042727,stadium,1,11/23/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Orpheum Theatre,Vancouver,British Columbia,Canada,49.2499987,-123.1333301,city,1,10/23/01,10/6/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Orpheum Theatre,Vancouver,British Columbia,Canada,49.2499987,-123.1333301,city,1,11/2/05,11/26/94,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Orpheum Theatre,Vancouver,British Columbia,Canada,49.2499987,-123.1333301,city,1,10/27/12,10/23/08,12/28/06,11/16/05,2/21/01,4/8/00,5/16/92,,,,,,,,,,,,,,,,,,,,,,
Vogue Theatre,Vancouver,British Columbia,Canada,49.2798806,-123.1217804,theatre,1,5/22/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura County Fairgrounds,Ventura,CA,USA,34.2750018,-119.3037235,park,2,7/20/98,7/30/97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura Theatre,Ventura,CA,USA,34.4731897,-119.084051,administrative,1,12/9/06,3/21/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vergennes Day,Vergennes,VT,USA,44.1682688,-73.2516923,city,1,8/22/87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Downs,Vernon,NY,USA,43.068488,-75.532458,residential,1,8/12/98,,,,,,,,6/23/04,7/23/03,7/22/03,7/21/03,6/8/02,7/22/01,7/12/00,7/11/00,7/10/00,7/26/99,7/25/99,8/3/98,8/2/98,8/11/97,8/10/97,8/13/96,8/12/96,6/19/95,,,
Arena,Vienna,0,Austria,48.1879707,16.4141423,bus_stop,1,6/19/97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Filene Center at Wolf Trap,Vienna,VA,USA,38.9013013,-77.2651585,administrative,1,7/17/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theatre Antique,Vienne,0,France,45.52483095,4.878908023,archaeological_site,1,7/17/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Beach Amphitheater,Virginia Beach,VA,USA,36.8529841,-75.9774183,city,3,7/31/01,7/8/99,8/9/98,7/21/97,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego County Airport,Volney,NY,USA,43.3507,-76.3878,aerodrome,2,7/18/99,7/17/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wedding Reception,Waitsfield,VT,USA,44.1900592,-72.8248379,village,1,5/28/88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones Beach Amphitheater,Wantagh,NY,USA,40.6837121,-73.5101258,administrative,6,7/12/13,7/4/12,7/3/12,8/18/10,8/17/10,6/5/09,6/4/09,6/2/09,7/7/06,8/6/05,8/3/01,6/29/95,6/28/95,7/15/94,7/23/93,7/24/92,7/12/92,,,,,,,,,,,,
Jones Beach Amphitheater,Wantagh,NY,USA,40.6837121,-73.5101258,administrative,6,7/12/13,7/4/12,7/3/12,8/18/10,8/17/10,6/5/09,6/4/09,6/2/09,,,,,,,,,,,,,,,,,,,,,
"Bender Arena, American University",Washington,DC,USA,38.8951148,-77.0363716,city,1,12/28/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lisner Auditorium, George Washingto...",Washington,DC,USA,38.8951148,-77.0363716,city,2,3/17/92,2/7/93,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCI Center,Washington,DC,USA,38.8951148,-77.0363716,city,1,12/15/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bayou,Washington,DC,USA,38.9040339,-77.0539099,restaurant,6,11/16/91,7/23/91,2/19/91,10/8/90,6/7/90,2/24/90,,,,,,,,,,,,,,,,,,,,,,,
The Roxy,Washington,DC,USA,38.8951148,-77.0363716,city,1,12/6/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Page Commons Room, Student Center, ...",Waterville,ME,USA,44.5520105,-69.6317121,city,1,5/10/91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watkins Glen International,Watkins Glen,NY,USA,42.3810555,-76.8705777,administrative,4,7/3/11,7/2/11,7/1/11,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayuga County Fairgrounds,Weedsport,NY,USA,43.048677,-76.5627197,administrative,1,7/15/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sports Center, University of Hartford",West Hartford,CT,USA,39.3719762,-84.4536929,residential,1,4/30/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coral Sky Amphitheater,West Palm Beach,FL,USA,26.7153425,-80.0533746,city,1,11/2/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunFest,West Palm Beach,FL,USA,26.7153425,-80.0533746,city,1,4/28/94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Palm Beach Auditorium,West Palm Beach,FL,USA,26.7153425,-80.0533746,city,1,11/16/95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The E Center,West Valley City,UT,USA,40.6916132,-112.0010501,city,2,11/14/97,11/2/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
USANA Amphitheatre,West Valley City,UT,USA,40.65781961,-112.035781,yes,1,7/15/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mission Park Dining Hall, Williams ...",Williamstown,MA,USA,42.712207,-73.2035986,administrative,1,11/9/89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher Ground,Winooski,VT,USA,44.4949995,-73.1828073,administrative,1,4/11/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Band House,Winooski,VT,USA,44.4949995,-73.1828073,administrative,1,1/14/92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benton Convention Center,Winston-Salem,NC,USA,36.0998596,-80.2472717,yes,1,2/17/93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,USA,36.107356,-80.25297509,city,4,11/19/98,11/23/97,11/21/95,4/21/94,,,,,,,,,,,,,,,,,,,,,,,,,
Ziggy's,Winston-Salem,NC,USA,36.107356,-80.25297509,city,1,11/7/01,11/19/98,3/26/92,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodbury Ski & Racquet Club,Woodbury,CT,USA,41.5904691,-73.2552467,sports_centre,1,4/29/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyous Lake,Woodstock,NY,USA,42.0409247,-74.1181971,administrative,1,6/6/96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clark University Pub, Clark University",Worcester,MA,USA,42.2625932,-71.8022934,city,1,1/19/90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcester Centrum Centre,Worcester,MA,USA,42.2625932,-71.8022934,city,10,10/26/13,10/25/13,6/8/12,6/7/12,12/28/10,12/27/10,2/26/03,,,,,,,,,,,,,,,,,,,,,,
Worcester Centrum Centre,Worcester,MA,USA,42.2625932,-71.8022934,city,10,10/26/13,10/25/13,6/8/12,6/7/12,12/28/10,12/27/10,2/26/03,,11/29/98,11/28/98,11/27/98,11/30/97,11/29/97,11/28/97,12/29/95,12/28/95,12/31/93,,,,,,,,,,,,
Worcester Memorial Auditorium,Worcester,MA,USA,42.2625932,-71.8022934,city,1,12/31/91,,,,,,,,11/29/98,11/28/98,11/27/98,11/30/97,11/29/97,11/28/97,12/29/95,12/28/95,12/31/93,,,,,,,,,,,,
MGM Grand Garden Arena,Las Vegas,NV,USA ,36.101792,-115.170857,arena,3,10/31/14,11/1/14,11/2/14,,,,,,,,,,,,,,,,,,,,,,,,,,
